순번,생산라인코드,생산라인명,품목코드,품목명,작업장코드,충전실온도,실링온도,쿠킹온도,쿠킹스팀압력,실링압력,생산시간,생산일자
11,D088,냉동밥 내포장#1,1BA03009,소불고기볶음밥300g,W005,71.342375166,106.74237517,142.04152517,23.533,209.082,78.75,2017-02-24
13,D088,냉동밥 내포장#1,1BA03009,소불고기볶음밥300g,W005,70.478926715,92.978926715,128.21622672,23.492,207.309,75.16,2017-02-24
17,D088,냉동밥 내포장#1,1BA10008,"비비고취나물밥(밥,양념간장,참기름)",W005,71.560429111,92.660429111,127.95122911,23.527,206.514,76.14,2017-02-24
20,D088,냉동밥 내포장#1,1BA03093,비비고취나물밥200g,W005,71.308367729,86.008367729,121.36926773,23.574,198.236,71.81,2017-02-24
24,D088,냉동밥 내포장#1,1BA03070,CJ해물볶음밥/20개입,W005,71.161486175,104.56148617,139.90488617,23.562,204.559,75.82,2017-02-25
26,D088,냉동밥 내포장#1,1BA03070,CJ해물볶음밥/20개입,W005,71.126603592,109.92660359,145.24885359,23.548,203.633,76.96,2017-02-25
28,D088,냉동밥 내포장#1,1BA03010,해물볶음밥300g,W005,71.073938392,95.273938392,130.46693839,23.462,207.004,72.86,2017-02-25
1,G002,볶음 공정,2BA03158,비비고불고기비빔밥200g(재),W012,71.377712739,92.577712739,127.82476274,23.498,206.23,71.59,2017-02-24
6,G002,볶음 공정,2BA03158,비비고불고기비빔밥200g(재),W012,70.917108914,95.717108914,130.91410891,23.465,208.45,71.11,2017-02-24
7,P021,냉동밥 외포장#1,1BA03011,치킨데리야끼볶음밥300g,W007,71.131542219,93.631542219,128.90899222,23.518,207.79,73.29,2017-02-24
12,P021,냉동밥 외포장#1,1BA03011,치킨데리야끼볶음밥300g,W007,71.070887083,84.670887083,119.95273708,23.521,209.076,72.16,2017-02-24
15,P021,냉동밥 외포장#1,1BA03009,소불고기볶음밥300g,W007,71.009728886,89.309728886,124.73067889,23.614,210.287,71.71,2017-02-24
19,P021,냉동밥 외포장#1,1BA03009,소불고기볶음밥300g,W007,71.308845888,98.908845888,134.25999589,23.567,208.545,70.91,2017-02-24
25,P021,냉동밥 외포장#1,1BA03093,비비고취나물밥200g,W007,70.93442834,107.23442834,142.67332834,23.626,212.332,72.8,2017-02-25
27,P021,냉동밥 외포장#1,1BA03070,CJ해물볶음밥/20개입,W007,71.353332921,86.753332921,122.19448292,23.627,207.166,72.29,2017-02-25
29,P021,냉동밥 외포장#1,1BA03010,해물볶음밥300g,W007,71.272716423,104.27271642,139.76781642,23.663,204.821,76.27,2017-02-25
21,P021,냉동밥 외포장#1,1BA03093,비비고취나물밥200g,W007,71.5054594,108.2054594,143.6604094,23.637,206.763,76.86,2017-02-25
16,P022,냉동밥 외포장#2,1BA03158,비비고불고기비빔밥200g,W007,71.004960417,93.804960417,129.25531042,23.634,208.521,77.35,2017-02-24
10,C002,쿠커 #2,23D08044,핫도그미트칠리소스-T(재),W003,71.24277389,90.04277389,125.41977389,23.585,206.513,70.95,2017-02-25
6,C010,파일롯,23A01035,부대찌개용소스(재),W003,71.04699422,89.54699422,124.96264422,23.61,207.03,74.81,2017-02-25
12,C010,파일롯,23R08020,유생촌타르타르소스2kg(재),W003,71.057348033,84.657348033,120.04984803,23.595,203.332,72.85,2017-02-25
13,C010,파일롯,23R08020,유생촌타르타르소스2kg(재),W003,71.440207744,82.840207744,118.26770774,23.618,208.406,73.69,2017-02-25
8,C045,쿠커 #5,23A00708,소불고기양념275g(홈플러스)(재),W003,70.940929096,87.740929096,123.1509791,23.607,208.045,71.04,2017-02-25
2,C088,냉동밥 취반#1,2BA03162,야채현미밥H1kg(재),W003,71.658523182,90.558523182,126.23092318,23.782,207.186,73.58,2017-02-25
7,D084,2동 로타리#4,13A00650,요리하다고추장불고기양념(롯데),W005,71.78392549,87.08392549,122.67837549,23.73,206.955,77.05,2017-02-25
5,D087,냉동밥 내포장#2,1BA03201,비비고닭가슴살볶음밥210g(알밥),W005,71.967196478,101.36719648,136.94664648,23.72,208.881,78.71,2017-02-25
1,D088,냉동밥 내포장#1,1BA03162,야채현미밥H1kg,W005,71.246240707,109.74624071,145.31664071,23.714,208.803,80.01,2017-02-25
3,D088,냉동밥 내포장#1,1BA03162,야채현미밥H1kg,W005,71.220135763,91.520135763,127.09718576,23.718,208.769,78.97,2017-02-25
11,D088,냉동밥 내포장#1,1BA03162,야채현미밥H1kg,W005,71.824128815,85.124128815,120.60372881,23.653,209.65,71.05,2017-02-25
4,P021,냉동밥 외포장#1,1BA03162,야채현미밥H1kg,W007,71.510499574,85.710499574,121.21899957,23.672,207.333,77.32,2017-02-25
9,P021,냉동밥 외포장#1,1BA03162,야채현미밥H1kg,W007,71.678734027,105.87873403,141.38598403,23.672,206.517,74.79,2017-02-25
14,P022,냉동밥 외포장#2,1BA03201,비비고닭가슴살볶음밥210g(알밥),W007,71.161347157,93.961347157,129.42559716,23.643,203.575,71.14,2017-02-25
18,C001,쿠커 #1,23R11030,갈릭스텁스소스16kg(재),W003,71.351140365,98.151140365,133.65454037,23.669,202.413,77.14,2017-02-27
22,C002,쿠커 #2,23K01340,치즈밥용빨강소스-R(재),W003,71.180295013,93.680295013,129.19934501,23.679,208.567,72.98,2017-02-28
3,C008,프리머 #2,26B06048,천년풍미퓨어마요네즈(재),W003,71.305956457,85.005956457,120.44860646,23.628,209.982,76.59,2017-02-27
17,C010,파일롯,23K01442,허니소스9g/300개입(재),W003,71.611163728,93.011163728,128.48811373,23.651,206.138,74.79,2017-02-27
14,C087,냉동밥 취반#2,2BA03194,장조림라이스E 1kg(재),W003,71.838736101,94.138736101,129.6326861,23.663,208.711,79.03,2017-02-27
19,C087,냉동밥 취반#2,2BA03194,장조림라이스E 1kg(재),W003,71.819843433,94.019843433,129.54724343,23.685,207.904,78.56,2017-02-27
21,C087,냉동밥 취반#2,2BA03194,장조림라이스E 1kg(재),W003,71.797350755,88.197350755,123.79445076,23.731,208.249,78.79,2017-02-27
11,C088,냉동밥 취반#1,2BA03051,쉐프솔루션베이스볶음밥(시즌)500g(재),W003,72.201297455,96.501297455,132.09489746,23.729,210.737,73.79,2017-02-27
23,C088,냉동밥 취반#1,2BA03138,매드포갈릭갈릭버터라이스200g(재),W003,71.634451858,87.334451858,122.87320186,23.693,208.075,77.51,2017-02-28
8,C096,2동 쿠커 #2,23A00034,매운바베큐소스(재),W003,72.816013482,86.416013482,122.50211348,24.057,216.312,77.74,2017-02-27
10,D0035,2동 로타리#3,13A00034,매운바베큐소스,W005,72.287672956,85.787672956,121.90122296,24.076,216.272,80.37,2017-02-27
7,D006,튜브,13A00563,샘표갈비소스300g-호주,W005,72.025743563,94.425743563,130.39469356,23.979,207.401,80.67,2017-02-27
5,D087,냉동밥 내포장#2,1BA03194,장조림라이스E 1kg,W005,72.818514654,91.518514654,127.64146465,24.082,211.648,79.89,2017-02-27
1,D088,냉동밥 내포장#1,1BA03051,쉐프솔루션베이스볶음밥(시즌)500g,W005,72.914251299,109.9142513,145.8922013,23.985,207.759,76.67,2017-02-27
12,D088,냉동밥 내포장#1,1BA03051,쉐프솔루션베이스볶음밥(시즌)500g,W005,72.937210208,96.537210208,132.50306021,23.977,208.653,72.03,2017-02-27
15,D088,냉동밥 내포장#1,1BA03051,쉐프솔루션베이스볶음밥(시즌)500g,W005,72.513291539,132.31329154,168.31954154,24.004,211.782,74.67,2017-02-27
24,D088,냉동밥 내포장#1,1BA03138,매드포갈릭갈릭버터라이스200g,W005,72.241198166,106.54119817,142.37004817,23.886,213.977,77.63,2017-02-28
26,D088,냉동밥 내포장#1,1BA03138,매드포갈릭갈릭버터라이스200g,W005,73.15712397,140.55712397,176.71672397,24.106,211.049,73.14,2017-02-28
2,G002,볶음 공정,2BA03194,장조림라이스E 1kg(재),W012,72.638581426,136.83858143,173.04818143,24.14,211.458,77.36,2017-02-27
6,P021,냉동밥 외포장#1,1BA03051,쉐프솔루션베이스볶음밥(시즌)500g,W007,73.491989628,95.491989628,131.75648963,24.176,210.742,73.18,2017-02-27
13,P021,냉동밥 외포장#1,1BA03051,쉐프솔루션베이스볶음밥(시즌)500g,W007,73.277330221,139.67733022,175.82173022,24.096,210.264,74.74,2017-02-27
16,P021,냉동밥 외포장#1,1BA03051,쉐프솔루션베이스볶음밥(시즌)500g,W007,72.613517753,120.81351775,156.98256775,24.113,212.347,73.07,2017-02-27
25,P021,냉동밥 외포장#1,1BA03051,쉐프솔루션베이스볶음밥(시즌)500g,W007,72.893054498,118.7930545,154.9282045,24.09,206.18,79.76,2017-02-28
27,P021,냉동밥 외포장#1,1BA03137,매드포갈릭갈릭버터라이스300g,W007,73.114885593,113.61488559,149.80968559,24.13,208.293,74.77,2017-02-28
4,P022,냉동밥 외포장#2,1BA03201,비비고닭가슴살볶음밥210g(알밥),W007,73.168290935,109.26829094,145.49889094,24.154,207.279,80.08,2017-02-25
20,P022,냉동밥 외포장#2,1BA03194,장조림라이스E 1kg,W007,72.50241548,108.50241548,144.69606548,24.129,215.352,77.87,2017-02-27
23,C002,쿠커 #2,23D02098,스위트머스타드드레싱2kg(재),W003,72.355762811,123.55576281,159.68541281,24.086,211.621,73.46,2017-03-01
25,C002,쿠커 #2,23D02098,스위트머스타드드레싱2kg(재),W003,72.572693009,107.57269301,143.64629301,24.049,207.192,77.68,2017-03-01
2,C087,냉동밥 취반#2,2BA03158,비비고불고기비빔밥200g(재),W003,72.749983835,109.54998383,145.54483383,23.997,208.901,72.63,2017-02-28
3,C087,냉동밥 취반#2,2BA03158,비비고불고기비빔밥200g(재),W003,72.260912833,108.06091283,144.04076283,23.987,209.335,72.78,2017-02-28
5,C087,냉동밥 취반#2,,,W003,72.015830625,107.11583062,143.09033062,23.983,211.744,72.89,2017-02-28
20,C087,냉동밥 취반#2,2BA03158,비비고불고기비빔밥200g(재),W003,72.095677938,100.79567794,136.79307794,23.998,213.048,73.11,2017-02-28
7,C088,냉동밥 취반#1,2BA03137,매드포갈릭갈릭버터라이스300g(재),W003,71.863924094,95.363924094,131.24562409,23.921,208.17,73.03,2017-02-28
9,C088,냉동밥 취반#1,2BA03094,비비고곤드레밥200g(재),W003,71.90693304,131.80693304,167.70773304,23.934,212.749,71.84,2017-02-28
13,C088,냉동밥 취반#1,2BA03094,비비고곤드레밥200g(재),W003,72.599095056,85.899095056,121.78399506,23.923,213.463,77.29,2017-02-28
14,C088,냉동밥 취반#1,2BA03066,CJ새우볶음밥(재),W003,71.917813064,90.917813064,126.84581306,23.952,210.55,72.94,2017-02-28
21,C088,냉동밥 취반#1,2BA03174,통새우볶음밥(노브랜드)(재),W003,72.766323086,89.766323086,125.71942309,23.969,208.301,80.18,2017-03-01
6,D087,냉동밥 내포장#2,1BA03158,비비고불고기비빔밥200g,W005,72.436427257,96.336427257,132.26567726,23.953,202.78,78.07,2017-02-28
18,D087,냉동밥 내포장#2,1BA03158,비비고불고기비빔밥200g,W005,72.579721047,103.17972105,139.13182105,23.968,211.057,73.47,2017-02-28
8,D088,냉동밥 내포장#1,1BA03094,비비고곤드레밥200g,W005,72.308498118,100.60849812,136.56199812,23.969,203.272,71.98,2017-02-28
10,D088,냉동밥 내포장#1,1BA03094,비비고곤드레밥200g,W005,72.205921889,99.405921889,135.42277189,24.011,210.689,79.3,2017-02-28
12,D088,냉동밥 내포장#1,1BA03072,CJ새우볶음밥/20개입,W005,72.403643964,100.90364396,136.91109396,24.005,212.808,78.17,2017-02-28
16,D088,냉동밥 내포장#1,1BA03072,CJ새우볶음밥/20개입,W005,72.798569172,92.898569172,128.90156917,24.002,208.68,77.94,2017-02-28
22,D088,냉동밥 내포장#1,1BA03174,통새우볶음밥(노브랜드),W005,72.345729361,102.94572936,138.93892936,23.995,209.572,79.43,2017-03-01
24,D088,냉동밥 내포장#1,1BA03174,통새우볶음밥(노브랜드),W005,72.654357165,95.954357165,132.05180716,24.065,210.243,72.84,2017-03-01
4,G002,볶음 공정,2BA03158,비비고불고기비빔밥200g(재),W012,72.260922327,96.760922327,132.82967233,24.046,209.96,72.66,2017-02-28
11,G002,볶음 공정,2BA03094,비비고곤드레밥200g(재),W012,72.267291091,106.36729109,142.44959109,24.055,208.994,77.69,2017-02-28
1,P021,냉동밥 외포장#1,1BA03094,비비고곤드레밥200g,W007,72.886273635,97.986273635,134.06917363,24.055,212.136,79.13,2017-02-28
27,P021,냉동밥 외포장#1,1BA03094,비비고곤드레밥200g,W007,72.925253579,103.02525358,139.41455358,24.26,214.707,80.08,2017-02-28
17,P021,냉동밥 외포장#1,1BA03072,CJ새우볶음밥/20개입,W007,73.172233849,105.37223385,141.65663385,24.19,211.471,80.42,2017-02-28
15,P021,냉동밥 외포장#1,1BA03094,비비고곤드레밥200g,W007,71.965447945,115.66544795,151.38089795,23.81,215.48,74.36,2017-02-28
19,P022,냉동밥 외포장#2,1BA03158,비비고불고기비빔밥200g,W007,73.279498195,108.8794982,145.1395982,24.173,218.477,75.04,2017-02-28
26,P022,냉동밥 외포장#2,1BA03158,비비고불고기비빔밥200g,W007,73.243742583,105.34374258,141.72234258,24.252,211.205,78.83,2017-03-01
7,C007,프리머 #1,26B06003,골드마요네즈3.2kg(재),W003,73.916119167,110.41611917,146.89676917,24.32,210.025,79.28,2017-03-01
8,C008,프리머 #2,26B06095,골드마요네즈3.2kg(캡파우치)(재),W003,72.489543999,106.389544,142.318494,23.953,211.612,76.43,2017-03-01
18,C010,파일롯,23K03132,어니언크림소스-S(재),W003,71.506963364,103.00696336,138.56171336,23.703,212.959,71.29,2017-03-01
2,C087,냉동밥 취반#2,2BA03157,비비고낙지비빔밥200g(재),W003,73.065896633,103.86589663,140.13134663,24.177,213.682,76.17,2017-03-01
9,C087,냉동밥 취반#2,2BA03157,비비고낙지비빔밥200g(재),W003,72.930372256,101.13037226,137.42677226,24.198,213.747,75.5,2017-03-01
19,C087,냉동밥 취반#2,2BA03157,비비고낙지비빔밥200g(재),W003,73.006613153,101.80661315,137.93516315,24.086,214.113,75.84,2017-03-01
34,C087,냉동밥 취반#2,2BA03194,장조림라이스E 1kg(재),W003,72.685765078,89.685765078,125.50521508,23.88,206.891,72.5,2017-03-02
1,C088,냉동밥 취반#1,2BA03094,비비고곤드레밥200g(재),W003,71.385403266,87.685403266,123.30450327,23.746,213.293,72.02,2017-03-01
4,C088,냉동밥 취반#1,2BA03094,비비고곤드레밥200g(재),W003,73.092952109,106.39295211,142.46500211,24.048,212.471,78.74,2017-03-01
13,C088,냉동밥 취반#1,2BA03094,비비고곤드레밥200g(재),W003,73.406879096,103.3068791,139.5879291,24.187,206.74,78.45,2017-03-01
14,C088,냉동밥 취반#1,2BA03094,비비고곤드레밥200g(재),W003,72.012599852,101.21259985,137.00364985,23.861,210.512,80.13,2017-03-01
32,C088,냉동밥 취반#1,2BA03074,CJ햄야채볶음밥3kg(재),W003,73.150941563,98.050941563,134.26499156,24.143,210.47,78.94,2017-03-01
33,C088,냉동밥 취반#1,2BA03065,CJ햄야채볶음밥(재),W003,72.593614457,,,24.096,215.522,79.34,2017-03-01
25,C088,냉동밥 취반#1,2BA03051,쉐프솔루션베이스볶음밥(시즌)500g(재),W003,72.70364574,89.90364574,125.80439574,23.934,212.942,73.47,2017-03-01
6,D0036,로타리 #5,16B06095,골드마요네즈3.2kg(캡파우치),W005,72.730068903,101.5300689,137.4329689,23.935,211.14,80.32,2017-03-01
10,D087,냉동밥 내포장#2,1BA03157,비비고낙지비빔밥200g,W005,72.633120781,96.933120781,133.02662078,24.062,210.415,79.06,2017-03-01
15,D087,냉동밥 내포장#2,1BA03157,비비고낙지비빔밥200g,W005,72.58920122,99.18920122,135.09910122,23.94,206.335,72.38,2017-03-01
29,D087,냉동밥 내포장#2,1BA03157,비비고낙지비빔밥200g,W005,71.645114608,92.945114608,128.62241461,23.785,211.743,72.31,2017-03-02
30,D087,냉동밥 내포장#2,1BA03157,비비고낙지비빔밥200g,W005,71.257298964,96.057298964,131.62834896,23.714,208.578,77.55,2017-03-02
31,D087,냉동밥 내포장#2,1BA03157,비비고낙지비빔밥200g,W005,71.46721098,97.66721098,133.24681098,23.72,205.79,74.5,2017-03-02
3,D088,냉동밥 내포장#1,1BA03094,비비고곤드레밥200g,W005,71.527370237,102.22737024,137.86807024,23.76,208.52,73.17,2017-03-01
5,D088,냉동밥 내포장#1,1BA03094,비비고곤드레밥200g,W005,72.144807797,97.044807797,132.9029578,23.905,209.894,77.35,2017-03-01
12,D088,냉동밥 내포장#1,1BA03074,CJ햄야채볶음밥3kg,W005,71.695153094,88.395153094,124.00335309,23.739,208.529,73.02,2017-03-01
16,D088,냉동밥 내포장#1,1BA03074,CJ햄야채볶음밥3kg,W005,71.467793629,96.667793629,132.18664363,23.679,204.593,72.63,2017-03-01
20,D088,냉동밥 내포장#1,1BA03065,CJ햄야채볶음밥*5ea,W005,71.642786123,95.442786123,131.21153612,23.846,213.691,75.05,2017-03-01
21,D088,냉동밥 내포장#1,1BA03071,CJ햄야채볶음밥/20개입,W005,71.372674024,84.972674024,120.50202402,23.686,208.983,77.49,2017-03-01
24,D088,냉동밥 내포장#1,1BA03065,CJ햄야채볶음밥*5ea,W005,72.475917006,87.175917006,122.93681701,23.841,209.331,76.66,2017-03-01
27,D088,냉동밥 내포장#1,1BA03051,쉐프솔루션베이스볶음밥(시즌)500g,W005,72.729584823,87.629584823,123.49118482,23.908,212.516,75.65,2017-03-01
28,D088,냉동밥 내포장#1,1BA03051,쉐프솔루션베이스볶음밥(시즌)500g,W005,71.687015379,90.287015379,125.82231538,23.69,206.444,74.27,2017-03-02
11,P021,냉동밥 외포장#1,1BA03094,비비고곤드레밥200g,W007,72.87250733,104.47250733,140.41160733,23.959,209.952,78.65,2017-03-01
17,P021,냉동밥 외포장#1,1BA03074,CJ햄야채볶음밥3kg,W007,72.194835031,94.994835031,130.92333503,23.952,208.818,74.67,2017-03-01
22,P021,냉동밥 외포장#1,1BA03074,CJ햄야채볶음밥3kg,W007,72.654589549,95.354589549,131.33893955,23.99,214.644,78.7,2017-03-01
23,P021,냉동밥 외포장#1,1BA03074,CJ햄야채볶음밥3kg,W007,72.605103502,95.705103502,131.7591535,24.036,209.295,73.02,2017-03-01
26,P021,냉동밥 외포장#1,1BA03071,CJ햄야채볶음밥/20개입,W007,72.316975651,96.516975651,132.40987565,23.929,212.458,78.02,2017-03-01
35,P022,냉동밥 외포장#2,1BA03194,장조림라이스E 1kg,W007,71.924019059,94.024019059,129.96876906,23.963,211.696,76.87,2017-03-02
4,C002,쿠커 #2,23A00625,하남돼지집정통된장찌개소스(재),W003,72.168095602,89.768095602,125.6964456,23.952,212.505,76.43,2017-03-02
5,C007,프리머 #1,26B03013,60계마요네즈(재),W003,72.539984422,108.63998442,144.84478442,24.137,212.257,74.04,2017-03-02
1,C088,냉동밥 취반#1,2BA03023,갈릭라이스3kg(재),W003,72.537996945,100.03799695,136.01279695,23.983,210.026,78.4,2017-03-02
13,C088,냉동밥 취반#1,2BA03069,CJ낙지볶음밥(재),W003,72.173790939,86.173790939,122.01749094,23.896,209.646,75.83,2017-03-02
14,C088,냉동밥 취반#1,2BA03069,CJ낙지볶음밥(재),W003,73.251350343,96.651350343,132.77760034,24.084,211.554,75.22,2017-03-02
17,C088,냉동밥 취반#1,2BA03067,후레시스김치볶음밥(재),W003,72.930357511,93.830357511,129.98435751,24.103,211.343,73.34,2017-03-02
20,C088,냉동밥 취반#1,2BA03159,비비고깍두기볶음밥200g(재),W003,72.741131308,99.641131308,135.60288131,23.975,206.14,74.67,2017-03-03
12,C096,2동 쿠커 #2,23A00663,춘천닭갈비소스180g/신(재),W003,73.334755517,99.434755517,135.67580552,24.161,217.72,79.26,2017-03-02
6,D087,냉동밥 내포장#2,1BA03157,비비고낙지비빔밥200g,W005,72.206770146,103.40677015,139.33817015,23.954,209.73,75.15,2017-03-03
2,D088,냉동밥 내포장#1,1BA03023,갈릭라이스3kg,W005,72.787612913,99.287612913,135.32246291,24.023,214.751,76.33,2017-03-02
3,D088,냉동밥 내포장#1,1BA03023,갈릭라이스3kg,W005,72.630579448,93.630579448,129.59382945,23.976,214.546,74.52,2017-03-02
9,D088,냉동밥 내포장#1,1BA03073,CJ낙지볶음밥/20개입,W005,72.044135497,92.244135497,128.0381355,23.863,213.307,72.28,2017-03-02
10,D088,냉동밥 내포장#1,1BA03073,CJ낙지볶음밥/20개입,W005,72.994427495,104.69442749,141.01357749,24.213,213.343,76.69,2017-03-02
15,D088,냉동밥 내포장#1,1BA03067,후레시스김치볶음밥,W005,72.059618989,88.259618989,124.27281899,24.009,213.284,73.43,2017-03-02
18,D088,냉동밥 내포장#1,1BA03067,후레시스김치볶음밥,W005,71.838203088,86.838203088,122.72635309,23.925,208.687,74.59,2017-03-02
22,D088,냉동밥 내포장#1,1BA03159,비비고깍두기볶음밥200g,W005,73.156965083,98.056965083,134.28191508,24.15,211.838,74.86,2017-03-03
